title,posted,content
,,
"
                        President of India Presents National Sports and Adventure Awards 
                        
                        
                ","
                Posted On:
                29 AUG 2019 7:07PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India Presents National Sports and Adventure Awards 
                        
                        
                
                
            
                Posted On:
                29 AUG 2019 7:07PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, presented the National Sports and Adventure Awards at a function held at Rashtrapati Bhavan today (August 29, 2019) on the occasion of National Sports Day.

Click here to see the citations of awardees

 

*****

VRRK/VJ/BM

                
                
                (Release ID: 1583530)
                Visitor Counter : 1037
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India’s greetings on the eve of Janmashtami
                        
                        
                ","
                Posted On:
                23 AUG 2019 5:40PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India’s greetings on the eve of Janmashtami
                        
                        
                
                
            
                Posted On:
                23 AUG 2019 5:40PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind in his message on the eve of Janmashtami has said :-

“On the joyous occasion of Janmashtami, I convey my warm greetings and best wishes to all my fellow citizens in India and abroad.

Yogeshwar Krishna embodied righteousness against evil and devotion to truthfulness. He taught us to focus on ‘Nishkam Karma’ i.e. responsibility rather than reward. Janmashtami is a day to commit ourselves to the life and teachings of Shree Krishna.

Let us resolve to imbibe these timeless and universal values and follow them for the betterment of our lives and the world”.

 

Click here for Hindi message

*****

 

VRRK/VJ/SBP

                
                
                (Release ID: 1582766)
                Visitor Counter : 556
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India inaugurates the First World Youth Conference on Kindness
                        
                        
                ","
                Posted On:
                23 AUG 2019 1:01PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India inaugurates the First World Youth Conference on Kindness
                        
                        
                
                
            
                Posted On:
                23 AUG 2019 1:01PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, inaugurated the first World Youth Conference on Kindness in New Delhi today (August 23, 2019).

Addressing the gathering, the President said that Mahatma Gandhi was not just a great leader and visionary, he was one who personified certain timeless ideals and values. We could place Gandhiji in a time machine and transport him to any period of human existence and we would find him to be relevant. This is also true of the times we live in. Gandhiji remains extremely relevant to our present day concerns such as need for peace and tolerance, terrorism and climate change.

The President said that the strife and violence that we see in the world today is often based in deep-rooted prejudices. These make us see the world through the binary of “us versus them”. Following Gandhiji’s footsteps, we must let ourselves and our children interact and engage with those whom we tend to define as ‘them’. Greater interaction is the best way to develop a sensitive understanding, which can help us overcome our prejudices.

The President said that education too can play an important role in overcoming our prejudices. We need to evaluate and evolve the premise, goals and structure of our education system. Education needs to go beyond mere literacy. Education must facilitate and challenge the young to search deep within themselves and build their inner strength to sympathize or relate to the suffering of others. We need to educate young people such that they can defy and transcend boundaries of class and race. We need them to be educated and creative to find solutions to entrenched structural injustices and inequities. We need an education that can touch our emotions and our spirits.

The President noted that this Conference has brought together youth leaders from around the world. He said that these youth leaders and millions of young men and women like them have the biggest stake in making our world kind, compassionate and peaceful. He expressed confidence that what the youth leaders learn and experience in this Conference will inspire each one of them to be the ambassadors of kindness for rest of their lives. 

The first World Youth Conference on Kindness is being organised by the UNESCO Mahatma Gandhi Institute of Education for Peace and Sustainable Development, Ministry of Human Resource Development with the aim to impart critical competencies (i.e. empathy, compassion, mindfulness and critical inquiry) in global youth to inspire, empower and enable them to transform themselves and build long-lasting peace in their communities. Youth leaders, representing over 27 countries, are participating in this Conference.

 

Click here to see the President's speech. 

 

***

VRRK/VJ/SKS

                
                
                (Release ID: 1582708)
                Visitor Counter : 1850
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Bengali 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President Hosts President of Zambia; Says India is Committed To Cooperate with Zambia within the Framework of South-South Cooperation
                        
                        
                ","
                Posted On:
                21 AUG 2019 9:02PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President Hosts President of Zambia; Says India is Committed To Cooperate with Zambia within the Framework of South-South Cooperation
                        
                        
                
                
            
                Posted On:
                21 AUG 2019 9:02PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, received  Mr Edgar Chagwa Lungu, the President of the Republic of Zambia, at Rashtrapati Bhavan today (August 21, 2019). The President also hosted a banquet in his honour.

Welcoming the Zambian President on his first state visit to India, the President said that development cooperation is a key pillar of India-Zambia partnership. India is committed to cooperate with Zambia within the framework of South-South Cooperation. We are happy to extend capacity building, skill development and financing assistance to support Zambia’s growth and development.

The President said that the bilateral trade and investment partnership between India and Zambia is impressive. But the two countries can do a lot more together. Indian investments in Zambia have contributed to Zambian growth and development. Indian companies are keen to further invest in Zambia. They are looking at new investment opportunities in the mining, health, infrastructure and energy sectors.

Subsequently, in his banquet speech, President Kovind said that our people and our youth have similar aspirations. They wish to lead the world on innovation, smart solutions, next-generation technologies, green growth and more. We must exchange knowledge and skills to fulfil their aspirations. Smart Zambia and Digital India could not be better partners for each other. He expressed hope that India’s tele-education and tele-medicine expertise would create new opportunities for the youth in Zambia.

***

VRRK/SH

                
                
                (Release ID: 1582566)
                Visitor Counter : 901
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Punjabi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Speech by the President of India  Shri Ram Nath Kovind  at the Banquet Hosted in Honour of  his Excellency Mr Edgar Chagwa Lungu  the President of Zambia
                        
                        
                ","
                Posted On:
                21 AUG 2019 9:01PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        Speech by the President of India  Shri Ram Nath Kovind  at the Banquet Hosted in Honour of  his Excellency Mr Edgar Chagwa Lungu  the President of Zambia
                        
                        
                
                
            
                Posted On:
                21 AUG 2019 9:01PM by PIB Delhi
            
                
                
                
                
                
	It is an honour Mr. President to host you on your first State Visit to India. Last year, I had a memorable visit to your beautiful country. Your exceptional warmth and hospitality made it even more special. We wish to lace your stay in India with as much warmth and affection. 


Mr. President,


	Zambia-India ties are deep and historical. We have walked together, hand-in-hand, in our onward march as democratic nations. Our leaders have inspired each other in our struggle for freedom. Mahatma Gandhi won independence for us, but he was equally concerned about the freedom of the Zambian people. We feel truly privileged that his teachings continue to resonate among your people and your leaders. Your first President Dr. Kenneth Kaunda, a living legend, is a true Gandhian. I had the privilege to call on him during my State Visit to Zambia. As we celebrate Mahatma Gandhi’s 150th birth anniversary this year, we pay our deepest gratitude to the Zambian people for the love and respect they have shown to the Father of our Nation.   


Mr. President,


	Our ties are described as “all weather and time-tested friendship”. Nations do enjoy such warm sentiments, but rarely. And when that happens, relationship grows in abundance and partnership gallops with pace. Today, Zambia and India share a multifaceted relationship. Our economic ties are on the upswing. We find a perfect match between India’s growth and Zambia’s capacity. Our trade and investment ties have brought prosperity to our two peoples. For decades, Indian companies have had a home in Zambia.  Many more wish to partner you in your progress. I am confident that you will continue to support them as they work to contribute to Zambia’s growth and development.  


Mr. President, 


	Our people and our youth have similar aspirations. They wish to lead the world on innovation, smart solutions, next-generation technologies, green growth and more. We must exchange knowledge and skills to fulfil their aspirations.  Smart Zambia and Digital India could not be better partners for each other. Today, we have made a new beginning in our digital collaboration. I hope our tele-education and tele-medicine expertise would create new opportunities for the youth in Zambia. 


Mr. President, 


	Our political relations are deep. Our economic ties are growing. Our defence and security ties must also keep pace. I am happy that today we have expanded our defence cooperation. And along with it, we have yet again renewed our mutual commitment to securing ourselves, and the world, from the scourge of terrorism.
	Mr. President, no word on Zambia-India friendship is complete without our people. They have been the real champions of our relationship. Be it the Indian community in Chipata or the Zambian students in Chennai, the cultural understanding that they have developed with people around them is truly remarkable. They savour pap with spinach and relish biryani with masala with equal delight! We surely could not have asked for more.   
	As two ancient societies, our people show deep reverence for nature. On my visit to Zambia, I was most delighted to visit the world famous Victoria Falls.  May the energy of Victoria Falls, what you affectionately call Mosi-Oa-Tunya, and the embrace of the Himalayas continue to inspire us as we forge new bonds of friendship!   



	With these words, Mr President, I wish you and your people peace, progress and prosperity. And I wish our two countries everlasting friendship. 


 

Thank you.

*********

 

VRRK/SH

                
                
                (Release ID: 1582565)
                Visitor Counter : 423
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India Launches tree plantation drive at Rashtrapati Bhavan
                        
                        
                ","
                Posted On:
                20 AUG 2019 7:20PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India Launches tree plantation drive at Rashtrapati Bhavan
                        
                        
                
                
            
                Posted On:
                20 AUG 2019 7:20PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind planted a sapling of Maulsari in the Rashtrapati Bhavan Estate today (August 20, 2019) and launched a plantation drive as part of 'Van Mahotsav' celebrations.

On the occasion, the President met students and urged them to encourage fellow citizens to plant more trees and reaffirm our commitment to a greener and sustainable planet.

As part of Van Mahotsav celebrations, the President's Secretariat, over the next few weeks, will be planting 3,252 trees and 2,962 shrubs in the President's Estate. This will include ornamental and fruit trees like Peepal, Neem, Maulsari, Champa, Gul Mohur, Mango, Chiko, Anjir and Amrud etc.

The President’s Estate spread over 330 acres harbours a rich biodiversity. Noted trees of the Estate include, Sita Ashok, Bistendu, Shisham, Gab, Gourd Trees, Wild Almond, Lemon-Scented Gum, Doon Siris and more.

 

*****

 

VRRK/SH/SBP

                
                
                (Release ID: 1582462)
                Visitor Counter : 888
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Punjabi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India pays Floral Tributes to Dr Shanker Dayal Sharma on his Birth Anniversary
                        
                        
                ","
                Posted On:
                19 AUG 2019 12:02PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India pays Floral Tributes to Dr Shanker Dayal Sharma on his Birth Anniversary
                        
                        
                
                
            
                Posted On:
                19 AUG 2019 12:02PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, paid floral tributes to Dr Shanker Dayal Sharma, former President of India, on his birth anniversary at Rashtrapati Bhavan today (August 19, 2019).

 

Officers and staff of Rashtrapati Bhavan along with the family members of Dr Shanker Dayal Sharma also paid their respects on the occasion.

 

*****

VRRK/SH/BM

                
                
                (Release ID: 1582288)
                Visitor Counter : 1206
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Punjabi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President’s Greetings on the Eve of Parsi New Year 
                        
                        
                ","
                Posted On:
                16 AUG 2019 5:28PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President’s Greetings on the Eve of Parsi New Year 
                        
                        
                
                
            
                Posted On:
                16 AUG 2019 5:28PM by PIB Delhi
            
                
                
                
                
                


The President of India, Shri Ram Nath Kovind in his message on the eve of the Parsi New Year has said: - 

“On the auspicious occasion of the Parsi New Year, I extend my warm greetings and good wishes to all my fellow citizens, especially my Parsi brothers and sisters. 

The Parsi Community of India has contributed enormously to the nation’s prosperity and welfare and enriched it with its unique culture.  

         May this festival, heralding the New Year, bring happiness and prosperity to all and strengthen our commitment to harmony and fraternity”.

 

 Click here to see the President's message in Hindi.




 ***


VRRK/SH/SKS

                
                
                (Release ID: 1582179)
                Visitor Counter : 611
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India to Grace the Golden Jubilee Celebrations of Mahatma Gandhi Institute of Medical Sciences in Wardha Tomorrow
                        
                        
                ","
                Posted On:
                16 AUG 2019 5:01PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India to Grace the Golden Jubilee Celebrations of Mahatma Gandhi Institute of Medical Sciences in Wardha Tomorrow
                        
                        
                
                
            
                Posted On:
                16 AUG 2019 5:01PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, will visit Maharashtra on August 17 and 18, 2019. 

On August 17, 2019, the President will address the golden jubilee celebrations of the Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha. He will also visit the Bapu Kuti at Gandhi Sevagram Ashram. On the same day, the President will inaugurate various renovation and restoration projects of Raj Bhavan in Mumbai. 

On August 18, 2019, the President will inaugurate a heritage site Museum in the Bunker at Raj Bhavan Mumbai, before returning to New Delhi. 

***

VRRK/SH/SKS

                
                
                (Release ID: 1582165)
                Visitor Counter : 537
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
