title,posted,content
"
                        PM pays condolences after the demise of Kannada singer Shivamogga Subbanna
                        
                        
                ","
                Posted On:
                12 AUG 2022 2:21PM by PIB Delhi
            ","
                
                    Prime Minister's Office
                
                
                   
                
                    
                        PM pays condolences after the demise of Kannada singer Shivamogga Subbanna
                        
                        
                
                
            
                Posted On:
                12 AUG 2022 2:21PM by PIB Delhi
            
                
                
                
                
                The Prime Minister, Shri Narendra Modi has paid his condolences after the demise of renowned Kannada singer Shivamogga Subbanna. 

The Prime Minister tweeted;

“The exceptional Shivamogga Subbanna was a household name for those who love Kannada songs and music. His works are admired and so are his efforts to connect gems of Kannada poetry with the present generation. Pained by his demise. Condolences to his family and admirers. Om Shanti”

The exceptional Shivamogga Subbanna was a household name for those who love Kannada songs and music. His works are admired and so are his efforts to connect gems of Kannada poetry with the present generation. Pained by his demise. Condolences to his family and admirers. Om Shanti— Narendra Modi (@narendramodi) August 12, 2022 
ಶ್ರೇಷ್ಠ ಗಾಯಕ ಶಿವಮೊಗ್ಗ ಸುಬ್ಬಣ್ಣ ಅವರು ಕನ್ನಡ ಹಾಡುಗಳು ಮತ್ತು ಸಂಗೀತಾಭಿಮಾನಿಗಳ ಮನೆಮಾತಾಗಿದ್ದರು. ಅವರ ಹಾಡುಗಳು ಅಪಾರ ಮೆಚ್ಚುಗೆ ಪಡೆದಿವೆ ಮತ್ತು ಕನ್ನಡ ಕಾವ್ಯದ ಮುತ್ತುಗಳನ್ನು ಇಂದಿನ ಪೀಳಿಗೆಗೆ ಪರಿಚಯಿಸುವ ಪ್ರಯತ್ನಗಳಾಗಿವೆ. ಅವರ ನಿಧನದಿಂದ ತೀವ್ರ ದುಃಖವಾಗಿದೆ. ಅವರ ಕುಟುಂಬ ಮತ್ತು ಅಭಿಮಾನಿಗಳಿಗೆ ಸಂತಾಪಗಳು. ಓಂ ಶಾಂತಿ.— Narendra Modi (@narendramodi) August 12, 2022 
*****

 

DS/TS

                
                
                (Release ID: 1851191)
                Visitor Counter : 381
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Bengali 
                    
                        ,
                    
                        
                        
                            Assamese 
                    
                        ,
                    
                        
                        
                            Manipuri 
                    
                        ,
                    
                        
                        
                            Gujarati 
                    
                        ,
                    
                        
                        
                            Odia 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                        ,
                    
                        
                        
                            Kannada 
                    
                        ,
                    
                        
                        
                            Malayalam 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Address by the President of India  Shri Ram Nath Kovind  to the joint sitting of Two Houses of Parliament
                        
                        
                ","
                Posted On:
                31 JAN 2020 12:30PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        Address by the President of India  Shri Ram Nath Kovind  to the joint sitting of Two Houses of Parliament
                        
                        
                
                
            
                Posted On:
                31 JAN 2020 12:30PM by PIB Delhi
            
                
                
                
                
                Honourable Members, 

  1.   I am pleased to address the joint sitting of Parliament at the start of the third decade of 21st century. I once again extend my best wishes for the New Year and congratulate all Members of Parliament for being a witness to this historic occasion.

  2.   This decade is extremely important for India. In this decade, we will complete 75 years of our independence. In this decade, we all have to work together with new energy to give impetus to the making of a new India. With the efforts of my Government, a strong foundation has been laid in the last five years, to make this decade India’s decade and this century India’s century.

  3.   Whether it is Pujya Bapu’s dream of Gram Swaraj, Babasaheb Ambedkar’s principle of social justice, Nehru ji’s dream of creating a modern India, Sardar Patel’s resolve for Ek Bharat- Shreshtha Bharat, Deen Dayal Upadhyaya’s goal of Antyodaya, Lohia ji’s vision of social equality, we the people of India will together make these dreams a reality.

Honourable Members, 

  4.   The Constitution of India is the guiding light for all of us in fulfilling these dreams. Just a few weeks ago, on 26th November, 70 years of the Constitution have been completed. On that day, 12 crore citizens of the country, publicly read out the Preamble of the Constitution and renewed their commitment to the Constitution.

  5.   In addition, to protecting the rights of every citizen of our country, our Constitution makes the citizens of the country mindful of their duties. Further, our Constitution also places an expectation that the decisions taken through democratic processes will be accepted by the countrymen. At the same time, our Constitution expects the Parliament and every member present in this House to fulfil the hopes and aspirations of the countrymen and make the necessary laws, keeping the national interest paramount.

Honourable Members, 

  6.   I am happy that in the last 7 months, Parliament has set new standards in conducting its business. The performance during the first session of this Lok Sabha has set a new record in the last seven decades.

  7.   Due to my Government’s strong commitment, the law against Triple Talaq ensuring justice to Muslim women and safeguarding their rights; the Consumer Protection Act providing new rights to the citizens; the Banning of Unregulated Deposit Schemes Act  for protecting the savings of the poor; the Chit Funds Amendment  Act protecting  the poor from fraudulent  chit fund schemes; the law enhancing punishment for sexual offences against children; Motor Vehicles Amendment Act aimed at reducing road accidents; and the law protecting the rights of the transgender persons - several such historic legislations have been enacted.

  8.   I congratulate every Member of Parliament for fulfilling this Constitutional responsibility.  

Honourable Members,

  9.   The faith reposed by the people of our country in our democratic institutions strengthens the foundation of our democracy. The maturity displayed by the countrymen after the Supreme Court’s verdict on Ram Janmabhoomi is also laudable. My Government is of the firm view that mutual discussions and debates strengthen democracy. At the same time, any kind of violence in the name of protests weakens the society and the nation.

Honourable Members,

10.   In a democracy, nothing is more sacred than the mandate given by the people. The people of the country have given this mandate to my Government for the making of a new India. 


	A new India which takes pride in the glory of our ancient culture and which enriches the 21st century world with the power of its knowledge. 
	A new India, in which besides finding solutions to old problems, new chapters of development are written. 
	A new India, in which adequate facilities and new opportunities for growth are available for the poor, dalits, women, youth, tribals and minorities. 
	A new India, where every region develops, no region is left behind, where the benefits of modern technology reach the farthest end of society, and 
	A new India, which is at the forefront of the fourth industrial revolution and which attains new heights at the global stage. 


Honourable Members,

11.   For making such a new India and for fulfilling the expectations of the people, my Government is working with commendable pace and decisiveness to bring about changes in every field. It is the outcome of reforms at the grassroot level ushered in by the Government in the last five years that there has been an unprecedented improvement in India’s global ranking in several areas.

12.  In the World Bank’s Ease of Doing Business rankings, India has leapfrogged to the 63rd position, moving up by 79 places. In the Resolving Insolvency rankings, India has moved from 108th to 52nd position and in the Global Innovation rankings, from 74th to 52nd position. India has improved its international ranking by 10 points in the Logistics Performance Index. India has moved from 52nd to 34th position in the World Economic Forum’s Travel and Tourism Competitiveness rankings.

13.   These reforms in diverse areas are also a call to the international community to see how India has strengthened its foundations in the last 5-6 years and how keen the people of India are to build a new India.

Honourable Members,

14.   My Government is following the mantra of ‘Sabka Saath, Sabka Vikas, Sabka Vishwas’, and is working with full commitment and sincerity. Free gas connections to 8 crore poor, houses to 2 crore poor, bank accounts to about 38 crore poor, free treatment facility of up to Rs 5 lakh to 50 crore people, insurance cover to 24 crore people and free electricity connections to over 2.5 crore people have been provided; with complete transparency and without any discrimination. My Government has provided equitable access to benefits and facilities of its schemes for the poor people; of all religions and all regions, and has, thus, earned the trust of the people of the country.

Honourable Members,

15.   Dr. Shyama Prasad Mukherjee, the great son of Bengal and the Minister of Industry in the Government headed by Jawaharlal Nehru Ji, had said in the Lok Sabha: “In a democratic federal state, the fundamental rights of the citizens of one constituent unit cannot vary vis-à-vis the citizens of another unit. Are not the people of Jammu and Kashmir entitled to the fundamental rights that we have given to the people of India minus Jammu and Kashmir?”

