title,posted,content
"
                        ADDRESS TO THE NATION BY HON’BLE PRESIDENT OF INDIA SMT. DROUPADI MURMU  ON THE EVE OF THE 76TH INDEPENDENCE DAY
                        
                        
                ","
                Posted On:
                14 AUG 2022 7:32PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                   
                
                    
                        ADDRESS TO THE NATION BY HON’BLE PRESIDENT OF INDIA SMT. DROUPADI MURMU  ON THE EVE OF THE 76TH INDEPENDENCE DAY
                        
                        
                
                
            
                Posted On:
                14 AUG 2022 7:32PM by PIB Delhi
            
                
                
                
                
                My dear fellow citizens,

Namaskar!

My heartiest greetings in advance to all Indians living in the country and abroad on the eve of the 76th Independence Day. I am delighted to address you on this momentous occasion. India is completing 75 years as an independent nation. Fourteenth August is observed as ‘Partition Horrors Remembrance Day’ so as to promote social harmony, unity and empowerment of people. Tomorrow marks the day when we had freed ourselves from the shackles of colonial rulers and decided to reshape our destiny. As all of us celebrate the anniversary of that day, we bow to all those men and women who made enormous sacrifices to make it possible for us to live in a free India. 

It is a cause of celebration not only for all of us but also for every advocate of democracy around the world. When India won independence, there were many international leaders and experts who were skeptical about the success of democratic form of government in India. They had their reasons to be doubtful. In those days, democracy was limited to economically advanced nations. India, after so many years of exploitation at the hands of foreign rulers, was marked by poverty and illiteracy. But we Indians proved the skeptics wrong. Democracy not only grew roots in this soil, it was enriched too. 

In most other well-established democracies, women had to wage long-drawn struggles to get the right to vote. But India adopted universal adult franchise right since the beginning of the Republic. Thus, the makers of modern India enabled each and every adult citizen to participate in the collective process of nation-building. Thus, India can be credited to have helped the world discover the true potential of democracy. 

I believe this was not a coincidence. At the beginning of civilisation, saints and seers of this land had developed a vision of humanity that was defined by equality of all; indeed, oneness of all. The great Freedom Struggle and its leaders like Mahatma Gandhi re-discovered our ancient values for modern times. Then, it is no wonder our democracy has Indian characteristics. Gandhiji advocated decentralisation and power to the people. 

For 75 weeks now, the nation has been commemorating these noble ideals that won us freedom. In March 2021, we began the ‘Azadi ka Amrit Mahotsav’ with the re-enactment of the Dandi March. This way, our celebrations began with a tribute to that watershed event which had put our struggle on the world map. This festival is dedicated to the people of India. Based on the success achieved by the people, the resolve to build 'Atmanirbhar Bharat' is also a part of this Mahotsav. Citizens from all age-groups have keenly participated in a series of events held across the country. This grand festival is going ahead with the ‘Har Ghar Tiranga Abhiyan’. The Indian tricolours are fluttering in every nook and corner of the country. Great martyrs would have been thrilled to see the spirit of the Independence Movement coming alive again on such a massive scale. 

Our glorious Freedom Struggle was waged bravely across the vast territory of our country. Many great freedom fighters did their duty and passed on the torch of awakening leaving little trace of their heroic deeds. Forgotten for long were many heroes and their struggles, especially among the peasant and tribal populations. The government’s decision last year to observe 15th November as ‘Janajatiya Gaurav Divas’ is welcome because our tribal heroes are not merely local or regional icons but they inspire the entire nation. 

Dear Citizens,

For a nation, particularly an ancient one such as India, the passage of 75 years is merely a blink of an eye. But for us as individuals, it is a lifetime. Senior citizens among us have witnessed a dramatic change in their lifetime. They have seen how, after Independence, all the generations have toiled hard; how we met great challenges and how we have taken charge of our destiny. The lessons learnt in the process will prove useful as we move towards the next milestone in the journey of the nation – the Amrit Kaal, the 25 years to the celebration of the centenary of our Independence. 

By the year 2047, we will have fully realised the dreams of our freedom fighters. We will have given a concrete shape to the vision of those who, led by Babasaheb Bhimrao Ambedkar, drafted the Constitution. We are already on course to build an Atmanirbhar Bharat, an India that would have realised its true potential.

The world has seen a new India rising in recent years, more so after the outbreak of COVID-19. Our response to the pandemic has been appreciated everywhere. We launched the biggest vaccination drive in human history with vaccines manufactured in the country itself. Last month we crossed the 200-crore mark in cumulative vaccine coverage. In combating the pandemic, our achievements have been better than those of many developed countries. For this feat, we are grateful to our scientists, doctors, nurses, paramedics and the staff associated with vaccination.   

The pandemic has uprooted lives and also economies in the entire world. When the world has been battling the economic consequences of the great crisis, India got its act together and is now moving forward. India is among the fastest growing major economies in the world. India's start-up eco-system ranks high in the world. The success of start-ups in our country, especially the growing number of unicorns is a shining example of our industrial progress. The government and policy-makers deserve credit for beating the global trend and helping the economy flourish. During the last few years, unprecedented progress has been made in the development of physical and digital infrastructure. Through the Pradhan Mantri Gati-Shakti Yojana, all the modes of connectivity based on water, land, air etc. are being integrated in the whole country to enable seamless transportation across the country. For the vibrancy of growth visible in our country, credit must also be given to workers and farmers whose hard work has made it possible and entrepreneurs whose business acumen has created wealth. What is all the more heartening is that the growth is becoming more inclusive and regional disparities too are reducing. 

But this is only the beginning. A series of economic reforms and policy initiatives have been preparing the ground for a long term. Digital India, for example, is creating the bedrock of a knowledge economy. The ‘National Education Policy’ is aimed at preparing the future generation for the next stage of industrial revolution while also reconnecting it with our heritage. 

Economic success is leading to an ease in living too. Economic reforms are rightly accompanied by innovative welfare initiatives. A home of one’s own is no longer a dream for the poor, but a reality for more and more people, thanks to the ‘Pradhan Mantri Awas Yojana’. Similarly, under the ‘Jal Jeevan Mission’, tap water connection is being provided to every household since the launch of the ‘Har Ghar Jal’ scheme. 

The aim of these and many other similar efforts is to provide basic amenities to all, particularly the poor. The keyword for India today is compassion; for the downtrodden, for the needy and for those on the margins. Some of our national values have been incorporated in our Constitution as the Fundamental Duties of the citizens. I appeal to every citizen to know about their Fundamental Duties and follow them in letter and spirit so that our nation reaches new heights.

Dear Citizens,

At the core of the transformation, we have been witnessing in healthcare, education, economy as well as a number of related areas is the stress on good governance. When work is done with the spirit of ‘Nation First’, it is bound to reflect in every decision and every sector. This is also reflected in India’s standing in the world.

India’s new-found confidence stems from the spirit of its youth, its farmers, and above all, its women. Gender inequalities are reducing and women are moving ahead, breaking many glass ceilings. Their increasing participation in social and political processes will prove decisive. At the grassroots level, we have more than 14 lakh elected women representatives in Panchayati Raj Institutions.   

Our daughters are the biggest hope for the nation. Some of them brought laurels for the country at the recently held Commonwealth Games. Of course, India’s sportspersons have been making the country proud by their performance in international competitions. A large number of our winners come from underprivileged segments of society. From becoming fighter pilots to space scientists, our daughters are scaling great heights. 

Dear Citizens, 

In celebrating Independence Day, we are celebrating our ‘Bharatiyata’. Our country is full of diversity. But, at the same time, we all have something in common. It is this common thread which binds all of us together and inspires us to walk together with the spirit of Ek Bharat, Shreshtha Bharat. 

India is a very beautiful country, also because of its mountains, rivers, lakes and forests and the animals and birds that live in such landscapes. When the environment is facing new challenges, we must remain determined to preserve all that makes India beautiful. Conserving water, soil and bio-diversity is our duty towards our children. Caring for Mother Nature has been part and parcel of Indian culture. With our traditional life style, we Indians can show the way to the rest of the world. Yoga and Ayurveda are India's invaluable gifts to the world. Their popularity is on the rise all over the globe.

Dear fellow citizens, 

Our beloved country has given us everything we have in our life. We should pledge to give everything we can for the sake of safety, security, progress and prosperity of our country. Our existence will become meaningful only in building a glorious India. The great nationalist poet Kuvempu, who enriched Indian literature through Kannada language, had written: 

 

Naanu aliwe, Neenu aliwe

Namma elubugal mele

Mooduvudu – Mooduvudu

Navabharatda leele

 

Which means:

‘I will pass

So will you

But on our bones will arise

The great tale of a new India’

This is a clarion call of the nationalist poet for making total sacrifice for the motherland and upliftment of fellow citizens. To follow these ideals is my special appeal to the youth of the country who are going to build the India of 2047.  

Before I conclude, I would like to extend Independence Day greetings to the armed forces, to the members of Indian missions abroad, and to the Indian diaspora who continue to make their motherland proud. My best wishes to all of you.

 

Thank you,

Jai Hind!

****

DS

                
                
                (Release ID: 1851827)
                Visitor Counter : 506
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Malayalam 
                    
                        ,
                    
                        
                        
                            Odia 
                    
                        ,
                    
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Bengali 
                    
                        ,
                    
                        
                        
                            Punjabi 
                    
                        ,
                    
                        
                        
                            Gujarati 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                        ,
                    
                        
                        
                            Kannada 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        ADDRESS TO THE NATION BY HON’BLE PRESIDENT OF INDIA SMT. DROUPADI MURMU  ON THE EVE OF THE 76TH INDEPENDENCE DAY
                        
                        
                ","
                Posted On:
                14 AUG 2022 7:32PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                   
                
                    
                        ADDRESS TO THE NATION BY HON’BLE PRESIDENT OF INDIA SMT. DROUPADI MURMU  ON THE EVE OF THE 76TH INDEPENDENCE DAY
                        
                        
                
                
            
                Posted On:
                14 AUG 2022 7:32PM by PIB Delhi
            
                
                
                
                
                My dear fellow citizens,

Namaskar!

My heartiest greetings in advance to all Indians living in the country and abroad on the eve of the 76th Independence Day. I am delighted to address you on this momentous occasion. India is completing 75 years as an independent nation. Fourteenth August is observed as ‘Partition Horrors Remembrance Day’ so as to promote social harmony, unity and empowerment of people. Tomorrow marks the day when we had freed ourselves from the shackles of colonial rulers and decided to reshape our destiny. As all of us celebrate the anniversary of that day, we bow to all those men and women who made enormous sacrifices to make it possible for us to live in a free India. 

It is a cause of celebration not only for all of us but also for every advocate of democracy around the world. When India won independence, there were many international leaders and experts who were skeptical about the success of democratic form of government in India. They had their reasons to be doubtful. In those days, democracy was limited to economically advanced nations. India, after so many years of exploitation at the hands of foreign rulers, was marked by poverty and illiteracy. But we Indians proved the skeptics wrong. Democracy not only grew roots in this soil, it was enriched too. 

In most other well-established democracies, women had to wage long-drawn struggles to get the right to vote. But India adopted universal adult franchise right since the beginning of the Republic. Thus, the makers of modern India enabled each and every adult citizen to participate in the collective process of nation-building. Thus, India can be credited to have helped the world discover the true potential of democracy. 

I believe this was not a coincidence. At the beginning of civilisation, saints and seers of this land had developed a vision of humanity that was defined by equality of all; indeed, oneness of all. The great Freedom Struggle and its leaders like Mahatma Gandhi re-discovered our ancient values for modern times. Then, it is no wonder our democracy has Indian characteristics. Gandhiji advocated decentralisation and power to the people. 

For 75 weeks now, the nation has been commemorating these noble ideals that won us freedom. In March 2021, we began the ‘Azadi ka Amrit Mahotsav’ with the re-enactment of the Dandi March. This way, our celebrations began with a tribute to that watershed event which had put our struggle on the world map. This festival is dedicated to the people of India. Based on the success achieved by the people, the resolve to build 'Atmanirbhar Bharat' is also a part of this Mahotsav. Citizens from all age-groups have keenly participated in a series of events held across the country. This grand festival is going ahead with the ‘Har Ghar Tiranga Abhiyan’. The Indian tricolours are fluttering in every nook and corner of the country. Great martyrs would have been thrilled to see the spirit of the Independence Movement coming alive again on such a massive scale. 

Our glorious Freedom Struggle was waged bravely across the vast territory of our country. Many great freedom fighters did their duty and passed on the torch of awakening leaving little trace of their heroic deeds. Forgotten for long were many heroes and their struggles, especially among the peasant and tribal populations. The government’s decision last year to observe 15th November as ‘Janajatiya Gaurav Divas’ is welcome because our tribal heroes are not merely local or regional icons but they inspire the entire nation. 

Dear Citizens,

For a nation, particularly an ancient one such as India, the passage of 75 years is merely a blink of an eye. But for us as individuals, it is a lifetime. Senior citizens among us have witnessed a dramatic change in their lifetime. They have seen how, after Independence, all the generations have toiled hard; how we met great challenges and how we have taken charge of our destiny. The lessons learnt in the process will prove useful as we move towards the next milestone in the journey of the nation – the Amrit Kaal, the 25 years to the celebration of the centenary of our Independence. 

By the year 2047, we will have fully realised the dreams of our freedom fighters. We will have given a concrete shape to the vision of those who, led by Babasaheb Bhimrao Ambedkar, drafted the Constitution. We are already on course to build an Atmanirbhar Bharat, an India that would have realised its true potential.

The world has seen a new India rising in recent years, more so after the outbreak of COVID-19. Our response to the pandemic has been appreciated everywhere. We launched the biggest vaccination drive in human history with vaccines manufactured in the country itself. Last month we crossed the 200-crore mark in cumulative vaccine coverage. In combating the pandemic, our achievements have been better than those of many developed countries. For this feat, we are grateful to our scientists, doctors, nurses, paramedics and the staff associated with vaccination.   

The pandemic has uprooted lives and also economies in the entire world. When the world has been battling the economic consequences of the great crisis, India got its act together and is now moving forward. India is among the fastest growing major economies in the world. India's start-up eco-system ranks high in the world. The success of start-ups in our country, especially the growing number of unicorns is a shining example of our industrial progress. The government and policy-makers deserve credit for beating the global trend and helping the economy flourish. During the last few years, unprecedented progress has been made in the development of physical and digital infrastructure. Through the Pradhan Mantri Gati-Shakti Yojana, all the modes of connectivity based on water, land, air etc. are being integrated in the whole country to enable seamless transportation across the country. For the vibrancy of growth visible in our country, credit must also be given to workers and farmers whose hard work has made it possible and entrepreneurs whose business acumen has created wealth. What is all the more heartening is that the growth is becoming more inclusive and regional disparities too are reducing. 

But this is only the beginning. A series of economic reforms and policy initiatives have been preparing the ground for a long term. Digital India, for example, is creating the bedrock of a knowledge economy. The ‘National Education Policy’ is aimed at preparing the future generation for the next stage of industrial revolution while also reconnecting it with our heritage. 

Economic success is leading to an ease in living too. Economic reforms are rightly accompanied by innovative welfare initiatives. A home of one’s own is no longer a dream for the poor, but a reality for more and more people, thanks to the ‘Pradhan Mantri Awas Yojana’. Similarly, under the ‘Jal Jeevan Mission’, tap water connection is being provided to every household since the launch of the ‘Har Ghar Jal’ scheme. 

The aim of these and many other similar efforts is to provide basic amenities to all, particularly the poor. The keyword for India today is compassion; for the downtrodden, for the needy and for those on the margins. Some of our national values have been incorporated in our Constitution as the Fundamental Duties of the citizens. I appeal to every citizen to know about their Fundamental Duties and follow them in letter and spirit so that our nation reaches new heights.

Dear Citizens,

At the core of the transformation, we have been witnessing in healthcare, education, economy as well as a number of related areas is the stress on good governance. When work is done with the spirit of ‘Nation First’, it is bound to reflect in every decision and every sector. This is also reflected in India’s standing in the world.

India’s new-found confidence stems from the spirit of its youth, its farmers, and above all, its women. Gender inequalities are reducing and women are moving ahead, breaking many glass ceilings. Their increasing participation in social and political processes will prove decisive. At the grassroots level, we have more than 14 lakh elected women representatives in Panchayati Raj Institutions.   

Our daughters are the biggest hope for the nation. Some of them brought laurels for the country at the recently held Commonwealth Games. Of course, India’s sportspersons have been making the country proud by their performance in international competitions. A large number of our winners come from underprivileged segments of society. From becoming fighter pilots to space scientists, our daughters are scaling great heights. 

Dear Citizens, 

In celebrating Independence Day, we are celebrating our ‘Bharatiyata’. Our country is full of diversity. But, at the same time, we all have something in common. It is this common thread which binds all of us together and inspires us to walk together with the spirit of Ek Bharat, Shreshtha Bharat. 

India is a very beautiful country, also because of its mountains, rivers, lakes and forests and the animals and birds that live in such landscapes. When the environment is facing new challenges, we must remain determined to preserve all that makes India beautiful. Conserving water, soil and bio-diversity is our duty towards our children. Caring for Mother Nature has been part and parcel of Indian culture. With our traditional life style, we Indians can show the way to the rest of the world. Yoga and Ayurveda are India's invaluable gifts to the world. Their popularity is on the rise all over the globe.

Dear fellow citizens, 

Our beloved country has given us everything we have in our life. We should pledge to give everything we can for the sake of safety, security, progress and prosperity of our country. Our existence will become meaningful only in building a glorious India. The great nationalist poet Kuvempu, who enriched Indian literature through Kannada language, had written: 

 

Naanu aliwe, Neenu aliwe

Namma elubugal mele

Mooduvudu – Mooduvudu

Navabharatda leele

 

Which means:

‘I will pass

So will you

But on our bones will arise

The great tale of a new India’

This is a clarion call of the nationalist poet for making total sacrifice for the motherland and upliftment of fellow citizens. To follow these ideals is my special appeal to the youth of the country who are going to build the India of 2047.  

Before I conclude, I would like to extend Independence Day greetings to the armed forces, to the members of Indian missions abroad, and to the Indian diaspora who continue to make their motherland proud. My best wishes to all of you.

 

Thank you,

Jai Hind!

****

DS

                
                
                (Release ID: 1851827)
                Visitor Counter : 506
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Malayalam 
                    
                        ,
                    
                        
                        
                            Odia 
                    
                        ,
                    
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Bengali 
                    
                        ,
                    
                        
                        
                            Punjabi 
                    
                        ,
                    
                        
                        
                            Gujarati 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                        ,
                    
                        
                        
                            Kannada 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India presents Hindi Sevi Samman Awards 
                        
                        
                ","
                Posted On:
                30 MAY 2017 7:50PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India presents Hindi Sevi Samman Awards 
                        
                        
                
                
            
                Posted On:
                30 MAY 2017 7:50PM by PIB Delhi
            
                
                
                
                
                 



The President of India, Shri Pranab Mukherjee presented the Hindi Sevi Samman Awards for the year 2015 today (May 30, 2017) at a function held at Rashtrapati Bhavan in the presence of Shri Prakash Javadekar, Union Minister of Human Resource Development and other dignitaries.

 

These Awards were instituted by Central Hindi Institute, Agra in 1989.  The scholars received awards in 12 different categories for their contribution in the field of Hindi language and literature.

 

 

Background note and list of awardees is attached.

   

 

*****

AKT/SH



                
                
                (Release ID: 1491389)
                Visitor Counter : 96
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India presents Hindi Sevi Samman Awards 
                        
                        
                ","
                Posted On:
                30 MAY 2017 3:05PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India presents Hindi Sevi Samman Awards 
                        
                        
                
                
            
                Posted On:
                30 MAY 2017 3:05PM by PIB Delhi
            
                
                
                
                
                
The President of India, Shri Pranab Mukherjee presented the Hindi Sevi Samman Awards for the year 2015 today (May 30, 2017) at a function held at Rashtrapati Bhavan in the presence of Shri Prakash Javadekar, Union Minister of Human Resource Development and other dignitaries.

 

These Awards were instituted by Central Hindi Institute, Agra in 1989.  The scholars received awards in 12 different categories for their contribution in the field of Hindi language and literature.

 

 

Background note and list of awardees is attached.

   

 

*****

AKT/SH


                
                
                (Release ID: 1491330)
                Visitor Counter : 49
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Teachers have an onerous responsibility of instilling in the minds of Students Rich Cultural Ethos, Tolerance and Innovation for the wellbeing of Society, says President 
                        
                        
                ","
                Posted On:
                29 MAY 2017 8:33PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        Teachers have an onerous responsibility of instilling in the minds of Students Rich Cultural Ethos, Tolerance and Innovation for the wellbeing of Society, says President 
                        
                        
                
                
            
                Posted On:
                29 MAY 2017 8:33PM by PIB Delhi
            
                
                
                
                
                
 

The President of India, Shri Pranab Mukherjee presented the Malti Gyan Peeth Puraskars for the year 2017 today (May 29, 2017) at a function held at Rashtrapati Bhavan. 

Speaking on the occasion, the President congratulated the 15 distinguished teachers who were bestowed with the Malti Gyan Peeth Puraskars. The President said that he was delighted to confer the award instituted in the name of Smt. Malti Mohinder Singh Syngle, an eminent educationist and crusader for promoting education for girls whose 96th birthday was today. He also complimented Shri Manoj Singhal, President of Mohinder Singh Syngle Education & Research Society for his commitment to the cause of promoting education and for instituting this award. 

The President said that development, to his mind, is not merely the installation of more industrial units; construction of high rise buildings; dams; roads etc. The connotation of development incorporates culmination of people’s adherence to values and their faithfulness to their spiritual and cultural heritage. A holistic education system enables us to put values at the forefront of the educational enterprise in schools and colleges. Such a system is conducive to the ideal development of society. He saw a pivotal role for teachers in this endeavour. The teachers share an onerous responsibility of instilling in the minds of students, rich cultural ethos, tolerance and innovation for the wellbeing of society. 

The President said that the teachers who have been awarded today represent the dedicated teachers of our nation. They are the ones who are educating and extending learning opportunities to students. From the Vedic era to modern times, we have had ‘gurus’ who nourished the minds and intellect of our people. Such teachers are there even today. He said that he calls them inspired teachers. They encourage students to be inquisitive about extant knowledge. They prompt them to question the established facts in their disciplines. They do not seek only answers from students; rather they want students to raise questions. Inspired teachers themselves have deep knowledge of their subject areas. They are able to assist students in understanding and appreciating the subject from different perspectives, and in fact, help them in constructing the frontiers of knowledge. The competent and motivated pool of teachers, through their collective efforts, can create a society full of strong minds and courageous hearts, and through them alter the history of a nation. Education is the true alchemy that can bring India to its next golden age. 

Among the dignitaries present on the occasion were Smt. Maneka Sanjay Gandhi, Union Minister of Women and Child Development; Shri Prakash Jawdekar, Union Minister of Human Resource and Development; Dr. K. K. Paul, Governor of Uttarakhand and Smt. Aruna Chaudhary, Education Minister, Govt. of Punjab. 
 

***



AKT/NT/VK 

                
                
                (Release ID: 1491292)
                Visitor Counter : 161
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Speech by the President of India, Shri Pranab Mukherjee at the presentation of first copies of the books “Colour Atlas of Oral Implantology” and “Conservative Dentistry – basics” 
                        
                        
                ","
                Posted On:
                29 MAY 2017 5:15PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        Speech by the President of India, Shri Pranab Mukherjee at the presentation of first copies of the books “Colour Atlas of Oral Implantology” and “Conservative Dentistry – basics” 
                        
                        
                
                
            
                Posted On:
                29 MAY 2017 5:15PM by PIB Delhi
            
                
                
                
                
                I am indeed very happy to be amidst this august gathering of distinguished dental professionals, academicians and research scholars and to receive the first copies of these two books – Color Atlas of Oral implants and Conservative Dentistry – Basics. At the outset, let me congratulate the authors of both these books Dr. Praful Bali, Dr. Lanka Mahesh, Dr. Dildeep Bali and Dr. Deepika Chandhok for their efforts in writing these two publications.

Dentistry as a whole has grown by leaps and bounds over the past few decades and dental awareness has started spreading across India. All this has been possible due to the hard work and commitment of the dental fraternity. But, inspite of so many dentists graduating every year, there is still a dearth of health care professionals and dental surgeons. India being heavily populated country and in rural India, the local population lacks basic knowledge on dental cases and thus indulge in habits and practices, harmful for oral health. As responsible trained and qualified individuals, people like all of you are needed to deliver oral health to the community. I would encourage each one of you to step out of your comfort zone and serve in hinterland. The quantum of work required to be done in this field is huge. Unless citizens enjoy good health, their productive potential cannot be realized fully and this puts pressure on us to provide good dental care where its most needed.

The standards of oral and dental health are challenging in the Indian sub-continent. Most people are ignorant of the significance of oral health and its impact on general health. Oral diseases and tooth decay are considered a part of aging process and ignored by large number of people. To my mind, dentists are the custodian of oral health in the country. They have a very important role to play to raise awareness of the need and reach out to the masses, especially in the rural area.

Dental issues affect 70-75% of our children and gum diseases affect nearly 90% of the entire population. Oral cancer is also one of the major health challenges of the 21st century and India is also facing the challenge of treatment and prevention of this disease.

Having said that, I am happy to know that advances in dental treatment technologies and research are making dentistry a technology driven discipline. In this ever-changing world one needs to update oneself by learning newer technologies and make its apt use in clinical practice.

Dentistry has also attained new level of excellence in India today and we are witnessing revolutionary changes in dental technology. Latest technology has improved all aspects, from diagnosis to patient comfort, to good effective dental care and better prognosis. I am sure the two books which I have received today will be helpful for dental students, fresh dentists and experienced ones alike.

The color atlas – authored by Dr. Praful Bali and Dr. Lanka Mahesh focuses on advanced procedures performed by the authors in the field of dental implantology. I am told that the cases are very well documented and I am sure budding and experienced dentists in this field will surely have a lot to gain from this book.

Unlike the Color Atlas, the other book titled Conservative dentistry – Basics, focuses on the basic fundamentals of the subject, with a lot of text, clinical pictures, and schematic diagrams for better understanding of students.

Smile is a universal language and I am glad that you all play a vital role in bringing real smiles on faces of people. This is how Dr. Bali, has made me to smile & masticate my food properly.

I once again congratulate the authors for bringing out the said books. I also congratulate Dr. R.K. Bali and Dr. Mazumder for their continuous and untiring efforts in providing dental care to the farthest of regions in India.

Thank you.

Jai Hind.

*****

AKT/NT/SK 

                
                
                (Release ID: 1491158)
                Visitor Counter : 63
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Unless citizens enjoy good health, their productive potential cannot be realized fully, says President 
                        
                        
                ","
                Posted On:
                29 MAY 2017 4:58PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        Unless citizens enjoy good health, their productive potential cannot be realized fully, says President 
                        
                        
                
                
            
                Posted On:
                29 MAY 2017 4:58PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Pranab Mukherjee received the first copies of books ‘Color Atlas of Oral implants’ and ‘Conservative Dentistry – Basics’ at Rashtrapati Bhavan today (May 13, 2017).

Speaking on the occasion, the President said that dentistry as a whole has grown by leaps and bounds over the past few decades and dental awareness has started spreading across India. All this has been possible due to the hard work and commitment of the dental fraternity. India being a heavily populated country, despite many dentists graduating every year, there is still a dearth of health care professionals and dental surgeons. In rural India, the local population lacks basic knowledge on dental cases and thus indulge in habits and practices, harmful for oral health. Unless citizens enjoy good health, their productive potential cannot be realized fully and this puts pressure on us to provide good dental care where it is most needed.

The President said that dentistry has attained a new level of excellence in India today and we are witnessing revolutionary changes in dental technology. Latest technology has improved all aspects, from diagnosis to patient comfort, to good effective dental care and better prognosis. The President said that he was sure the two books he had received from the authors today would be helpful for dental students, fresh dentists and experienced ones alike. He also congratulated the authors of both the books - Dr. Praful Bali, Dr. Lanka Mahesh, Dr. Dildeep Bali and Dr. Deepika Chandhok for their efforts.
 

***



AKT/NT/SK

                
                
                (Release ID: 1491152)
                Visitor Counter : 172
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India to present Malti Gyan Peeth Puraskars tomorrow
                        
                        
                ","
                Posted On:
                28 MAY 2017 6:30PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
