title,posted,content
"
                         President of India Interacts with the inmates of Krishna Kutir at Vrindavan
                        
                        Social Evils, Religious Beliefs and Discrimination related to Inheritance Rights of Widow Women have to be removed: President Kovind
                ","
                Posted On:
                27 JUN 2022 2:24PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                   
                
                    
                         President of India Interacts with the inmates of Krishna Kutir at Vrindavan
                        
                        Social Evils, Religious Beliefs and Discrimination related to Inheritance Rights of Widow Women have to be removed: President Kovind
                
                
            
                Posted On:
                27 JUN 2022 2:24PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind visited Krishna Kutir at Vrindavan, Uttar Pradesh today (June 27, 2022) and interacted with the inmates.  

Addressing the gathering, the President said that in our culture, women have been called Goddess. It has even been said ‘where women are respected, there the Gods reside’. But over a long period of time, many social evils have arisen in our society. Like child marriage, sati and dowry, widow life is also a social evil. This social evil is a blot on the culture of our country. The sooner this stigma is removed, the better. 

The President said that it has been seen that after the death of a woman's husband, the attitude of not only that family but of society changes towards that woman. We have to come forward and awaken the society to stop the neglect faced by widows. From time to time many saints and social reformers have made efforts to improve the difficult life of such despised mothers and sisters. Raja Ram Mohan Roy, Ishwar Chandra Vidyasagar and Swami Dayanand Saraswati got some success in their efforts but still, much remains to be done in this area.

 The President said that the establishment of shelters like 'Krishna Kutir' is a commendable initiative. But, in his view, there should be no need for the construction of such shelter homes in the society. Instead of this, efforts like remarriage, economic independence, share in family property and protection of social and moral rights of destitute women should be encouraged. And, through these measures, self-reliance and self-respect should be promoted in our mothers and sisters.

 The President said that such a large and important section of the society cannot be ignored. Together, we all have to raise social awareness towards these despised and neglected women. Social evils, religious beliefs and discrimination related to inheritance rights have to be removed. The problems of discrimination in the distribution of property and the denial of women's rights over children will have to be addressed. Only then, these women will be able to live a life of self-respect and self-confidence. He appealed to the responsible citizens of the society to make efforts for including these women in the mainstream of the society.

Please click here to see the President's Speech in Hindi

 

****

DS/BM

                
                
                (Release ID: 1837284)
                Visitor Counter : 1217
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Punjabi 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                        ,
                    
                        
                        
                            Telugu 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Participants of The Annual Heads of Missions Conference Call on The President
                        
                        You don’t just represent the Government of India, you represent 1.3 Billion Indians, and their hopes and aspirations; President tells the heads of Missions
                ","
                Posted On:
                30 JUN 2018 8:53PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        Participants of The Annual Heads of Missions Conference Call on The President
                        
                        You don’t just represent the Government of India, you represent 1.3 Billion Indians, and their hopes and aspirations; President tells the heads of Missions
                
                
            
                Posted On:
                30 JUN 2018 8:53PM by PIB Delhi
            
                
                
                
                
                Participants of the annual Heads of Missions Conference called on the President of India, Shri Ram Nath Kovind, today (June 30, 2018) at Rashtrapati Bhavan. 

Addressing the gathering, the President said that there are tectonic shifts taking place in the world, and not just in the realm of geopolitics and geoeconomics. Technology, communication and societal mores are also changing rapidly. Terrorism and nonconventional threats pose a constant challenge to our security.  To manage India’s rise in such an environment is not an easy task. As Heads of Missions, they have to be masters at strategic thinking, nimble-footed action and be able to quickly adapt to change.

The President said that the government has a clear and well marked approach to diplomacy today. The litmus test of our engagement with the external world is what we are able to do to propel domestic growth and development. Our diplomats are doing well on this account. And as they do so, there is expectation for much more, especially when the country aspires for transformational change. The Indian growth story and our flagship programmes, be it Make in India, Digital India, Skill India, Smart Cities or Start-up India, have a multilayered connect with the external world. As diplomats, it is part of their mandate to secure new investments, scout for appropriate technologies, create markets for Make-in-India products and bring the best of business practices to India. 

The President said that engaging the different States of India is a vital part of our diplomacy today. He stated that he sees real value of “twinning arrangements” in promoting people-to-people relations between our States and diaspora countries. Today, there are higher expectations from us as a country from our citizens living outside. He complimented the External Affairs Minister for her exemplary leadership and work in this regard. He stated that the EAM has given a new confidence to our people abroad in the ability of our Government to reach out to them when in need. Our Missions and our Ambassadors are seen as responsive to public needs, always ready to give a helping hand to our citizens and to members of the Indian diaspora. Our E-Visa scheme, similarly, has come in for praise.     

The President said that our diplomats should remember that they don’t just represent the Indian state and the Government of India. They represent 1.3 billion Indians, and their hopes and aspirations. They represent our diverse and plural culture, they represent the richness of our 5000 year old civilization and they represent a society that in its essence is a force for good and for stability in an unpredictable world.

****

AKT/SH

                
                
                (Release ID: 1537263)
                Visitor Counter : 494
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President summoned Rajya Sabha from 18th July 2018
                        
                        
                ","
                Posted On:
                30 JUN 2018 6:56PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President summoned Rajya Sabha from 18th July 2018
                        
                        
                
                
            
                Posted On:
                30 JUN 2018 6:56PM by PIB Delhi
            
                
                
                
                
                The President has summoned the Rajya Sabha to meet on Wednesday, the 18th July, 2018 at New Delhi. Subject to exigencies of business, the Session is scheduled to conclude on Friday, the 10th August, 2018.

 

*****

YP/ 

                
                
                (Release ID: 1537251)
                Visitor Counter : 434
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Hindi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India lays the foundation stone for an Auditorium of the Kanpur Bar Association in Kanpur; addresses the centenary celebrations of Allahabad medical association in Allahabad
                        
                        
                ","
                Posted On:
                29 JUN 2018 7:04PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India lays the foundation stone for an Auditorium of the Kanpur Bar Association in Kanpur; addresses the centenary celebrations of Allahabad medical association in Allahabad
                        
                        
                
                
            
                Posted On:
                29 JUN 2018 7:04PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, laid the foundation stone for an auditorium of the Kanpur Bar Association in Kanpur today (June 29, 2018).

 

Speaking on the occasion, the President said the legal profession is a very noble profession. Every advocate is an integral part of the justice system. That is why he or she is also called ‘Officer of the Court’. From this broad perspective, every advocate is a friend of the court as well as of the justice system and of society.

 

The President said that justice delivery becomes more effective with coordination between judicial officers and advocates. In this context, Bar Associations have an important role to play. He urged the Kanpur Bar Association and the Lawyers Association to strengthen this aspect of our judicial system. He stated that in the past few years, strikes by advocates in district courts and their discontent with the justice system have been noticed. Such incidents interfere with the process of justice. All Bar Associations should try and avoid such obstacles.

 

Later in the day, in Allahabad, the President graced and addressed the centenary celebrations of the Allahabad Medical Association and inaugurated the AMA Convention and Rehabilitation Centre. 

 

 

Addressing the gathering, the President said that medical associations have the social and moral responsibility to keep in mind the interests of patients, especially the poorer sections, in addition to taking care of the interests of doctors.

 

 

The President said that the government has taken many steps under the ‘National Health Mission’, ‘National Health Policy’ and ‘Ayushman Bharat’ scheme to provide citizens adequate health services at low cost. Prices of medicines and medical devices have also been reduced. But ultimately, doctors play the key role in providing effective health services to fellow citizens.

 

 

*****

 

Please click here for President’s speech at Allahabad

Please click here for President’s speech at Kanpur

 

 

AKT/SH/SBP

                
                
                (Release ID: 1537220)
                Visitor Counter : 473
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Address by the Hon’ble President of India Shri Ram Nath Kovind at the 51st convocation of IIT, Kanpur
                        
                        
                ","
                Posted On:
                28 JUN 2018 2:51PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        Address by the Hon’ble President of India Shri Ram Nath Kovind at the 51st convocation of IIT, Kanpur
                        
                        
                
                
            
                Posted On:
                28 JUN 2018 2:51PM by PIB Delhi
            
                
                
                
                
                
	It is a moment of happiness for me to be here for the 51st convocation of the Indian Institute of Technology Kanpur. I consider it a privilege to be addressing some of the brightest young minds in the country and in fact the world. IIT Kanpur sets the benchmark for education in engineering and technology, in the sciences, and even in humanities, management and allied disciplines. 


 


	Starting with the first batch of just 100 students in 1960, the Institute has come a long way. Today, it has 6,500 students. Its 35,000 alumni comprise engineers, entrepreneurs and technologists who have helped build India. They have also added to our country’s global reputation. IIT Kanpur alumni can be found from Silicon Valley to Singapore. They have contributed substantially to research and business across the world. And yet their primary identity remains their alma mater. Many educational institutions are known by their alumni. In the case of your Institute, old students are known by virtue of being from IIT Kanpur.


 


	The evolution of IIT Kanpur has mirrored scientific and technological education in independent India. The IIT Kanpur model forms the core of the engineering curriculum in premier institutions of the country. Way back in 1963, IIT Kanpur was a pioneer in offering programmes in computer science. This anticipated the IT revolution in the country by a good three decades. Such achievements have been possible due to the commitment and dedication of several generations of faculty members and students. I congratulate all those who have been part of this journey. 


 

 


	The students graduating today are drawing from this great legacy. This is a day of celebration for you and I wish you a satisfying future. It is also a day of fulfilment for your professors, parents, family members and all those who have helped you navigate the process of acquiring your degree. I am confident you will prove worthy of the trust that your teachers and family members have reposed in you. Please strive and live up to the support that other stakeholders, from the government to tax payers to civil society, have given you and given IIT Kanpur. As and when you can, and in a manner of your choosing, you must return this debt to society. 


 

Ladies and Gentlemen and Dear Students


	Those who are graduating today are doing so at a juncture marked by excitement and opportunities. Today’s India offers unprecedented hope and avenues. Your professional future may well lie in aerospace engineering, Artificial Intelligence, biomedical research, energy storage, smart grids, renewable energy, financial mathematics, precision manufacture or so many other fields. Our fast-growing economy offers you huge scope. With your talent, your education and your IIT degree, each of you can be a game changer for India.


 


	To improve the quality of life of our fellow citizens, the Government of India has undertaken many initiatives. Among others these include the Atal Mission for Rejuvenation and Urban Transformation or AMRUT, the Deen Dayal Upadhyaya Gram Jyoti Yojna, Digital India, Make in India, Start-up India, and the Swachh Bharat Abhiyan. Technology can be a force multiplier for all these programmes. As you build your careers, please attempt to contribute to such national missions. 


 


	Every educational institution and every educated individual exists in a social context. Kanpur, the urban centre your IIT belongs to, has an illustrious history. Like you, I too was fortunate to be a college student in this city. In the 20th century, Kanpur was one of the earliest industrial townships in our country and its textile mills won it the nickname “Manchester of the East”. In the age of the digital economy and of the Fourth Industrial Revolution, it is important to upgrade and re-imagine Kanpur as an industrial and commercial hub. The city is also critical to the success of Namami Gange. This is a programme to not merely de-pollute the Ganga and conserve it from industrial effluents. It goes further. It seeks to rationalise the allocation and usage of the river’s waters as well as to develop the Ganga basin.


 


	All of these are shared tasks. Governments and citizens, industry and academia – a variety of stakeholders will play a role. IIT Kanpur too must be part of the mix. It is necessary for scientific and research institutions such as this one to assume a larger responsibility in programme design, monitoring and implementation strategies for the renewal of Kanpur.


 

Dear Graduating Students


	You represent an extraordinary generation in our country’s history. Your generation faces extraordinary challenges. But it also has extraordinary opportunities and is equipped with extraordinary skills and scholarship to meet and defeat those challenges. 


 


	As you go into the world outside, a world buzzing with energy and passion, I would like to leave you with four mantras.


 


	First, Get Inspired: To achieve big things it is important to understand the lives and motivations of those before you who have done big things. What abilities made them special? What can you learn from their experiences, both their successes and their failures? Sometimes the answers to these questions are an education in themselves. 


 


	Second, Think Big, Think Risks: Do not be afraid of failure. Ordinary goals are for ordinary people. For you, the cream of our educational system and of our youth, it is crucial to set yourselves significant and nontrivial goals. Whether in a research lab, a start-up, a business corporation or a government institution, please imbibe a risk-taking culture. Yes, there will be setbacks – but pick yourselves up and learn from them. Great societies and great nations are not built by an over-cautious and risk-averse attitude.


 


	Third, Maintain Discipline: To accomplish whatever mission you set yourself, it is essential that you do not compromise with discipline. Clearly understand the boundaries of your personal and professional lives. Devote yourselves to work, but keep time for physical exercise, for music and hobbies, and above all for your families and friends. 


 


	And fourth, Be Humble and Sensitive: Do not get carried away by your success as it may distract you from new frontiers. Always remember that whatever knowledge you may have acquired, at the end of the day it amounts to a few drops in the ocean of human experience. Carry your learning and your achievements lightly, and use them for the welfare of our country and of humanity.


 


	With those words, I wish you the best possible future. And I wish the IIT Kanpur community a continued march towards even greater excellence.


 

Thank you

Jai Hind! 

***

 

 

AKT/VJ/SK

                
                
                (Release ID: 1536991)
                Visitor Counter : 793
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India addresses Annual Convocation of IIT Kanpur; says Technology can be a Force Multiplier for Government’s Initiatives to improve the Quality of Life of our Fellow Citizens
                        
                        
                ","
                Posted On:
                28 JUN 2018 2:49PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India addresses Annual Convocation of IIT Kanpur; says Technology can be a Force Multiplier for Government’s Initiatives to improve the Quality of Life of our Fellow Citizens
                        
                        
                
                
            
                Posted On:
                28 JUN 2018 2:49PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, graced and addressed the 51st annual convocation of Indian Institute of Technology (IIT) Kanpur as Chief Guest today (June 28, 2018) in Kanpur.

 

Speaking on the occasion, the President said that the evolution of IIT Kanpur has mirrored scientific and technological education in independent India. The IIT Kanpur model forms the core of the engineering curriculum in premier institutions of the country. Way back in 1963, IIT Kanpur was a pioneer in offering programmes in computer science. This anticipated the IT revolution in the country by a good three decades. Such achievements have been possible due to the commitment and dedication of several generations of faculty members and students.

 

Addressing the graduating students, the President said that today’s India offers unprecedented hope and avenues. Their professional future may well lie in aerospace engineering, Artificial Intelligence, biomedical research, energy storage, smart grids, renewable energy, financial mathematics, precision manufacture or so many other fields. Our fast-growing economy offers them huge scope. With their talent, education and IIT degree, each of them can be a game changer for India.

 

The President said that to improve the quality of life of our fellow citizens, the Government of India has undertaken many initiatives. Among others these include the Atal Mission for Rejuvenation and Urban Transformation or AMRUT, the Deen Dayal Upadhyaya Gram Jyoti Yojna, Digital India, Make in India, Start-up India, and the Swachh Bharat Abhiyan. Technology can be a force multiplier for all these programmes. He urged the students to contribute to such national missions.

 

The President said that in the 20th century, Kanpur was one of the earliest industrial townships in our country and its textile mills won it the nickname “Manchester of the East”. In the age of the digital economy and of the Fourth Industrial Revolution, it is important to upgrade and re-imagine Kanpur as an industrial and commercial hub. The city is also critical to the success of Namami Gange. This is a programme to not merely de-pollute the Ganga and conserve it from industrial effluents. It goes further. It seeks to rationalise the allocation and usage of the river’s waters as well as to develop the Ganga basin.

 

The President said that all of these are shared tasks. Governments and citizens, industry and academia – a variety of stakeholders will play a role. IIT Kanpur too must be part of the mix. It is necessary for scientific and research institutions such as IIT Kanpur to assume a larger responsibility in programme design, monitoring and implementation strategies for the renewal of Kanpur.

 

Later in the day, the President met the students of ‘CSRL (Centre for Social Responsibility and Leadership) Super -30 [GAIL Utkarsh] who have qualified IIT, NIT etc. at IIT Kanpur. 

 

Addressing the young students, the President congratulated them for their success in JEE (Advanced) examination. He expressed confidence that they will achieve their future goals with the same determination with which they have achieved this success. He also appreciated GAIL and CSRL for their initiative. 

***

AKT/VJ/SK

                
                
                (Release ID: 1536990)
                Visitor Counter : 586
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                         President of India to visit Uttar Pradesh on June 28 & 29
                        
                        
                ","
                Posted On:
                27 JUN 2018 5:27PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                         President of India to visit Uttar Pradesh on June 28 & 29
                        
                        
                
                
            
                Posted On:
                27 JUN 2018 5:27PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, will visit Uttar Pradesh on June 28 and 29, 2018.  

On June 28, 2018, the President will grace the 51st annual convocation of IIT Kanpur. On the same day, he will also meet the students of ‘CSRL Super 30 [GAIL Utkarsh]’ who have qualified IIT, NIT etc. at IIT Kanpur.  

On June 29, 2018, the President will lay the foundation stone of an auditorium of the Kanpur Bar Association in Kanpur.  On the same day, he will also grace the centenary celebrations of the Allahabad Medical Association in Allahabad, before returning to Delhi.   

*****

AKT/VJ/SBP

                
                
                (Release ID: 1536785)
                Visitor Counter : 590
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Hindi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India Inaugurates the Udyam Sangam-2018
                        
                        
                ","
                Posted On:
                27 JUN 2018 4:47PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India Inaugurates the Udyam Sangam-2018
                        
                        
                
                
            
                Posted On:
                27 JUN 2018 4:47PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, inaugurated the Udyam Sangam-2018, being organised by the Ministry of Micro, Small & Medium Enterprises (MSME) today (June 27, 2018) to celebrate the 2nd United Nations Micro, Small and Medium-sized Enterprises Day. On this occasion, he also launched the Solar Charkha and MSME Sampark Portal. 

The President said that the Udyam Sangam-2018 is an important effort in developing effective eco-systems for MSME sector. He noted that the Sangam will provide representatives of finance, training and educational institutions, industry, media, state governments and NGOs an opportunity to engage in extensive discussions to strengthen the eco-systems in this sector. He was happy to note that entire process chain of the MSME sector was kept in mind in this Sangam. The President said that the ‘Sampark Portal’, launched today, will be very useful in developing skill-pool and in enabling trained youth to know about different employment opportunities.

The President said that MSME sector is called the backbone of our economy. This sector is the second largest employment provider after the agricultural sector. Our demographic dividend shall be most gainfully utilized in this very sector. This sector generates more employment opportunities at a lower cost of capital. And the most important thing about this sector is that it creates jobs in rural and backward areas. This sector could help in achieving the goal of inclusive growth through empowerment of weaker sections and decentralization of development.

***

AKT/VJ/SK 

                
                
                (Release ID: 1536756)
                Visitor Counter : 1184
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Bengali 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India presents the National Awards for Outstanding Services in the field of Prevention of Alcoholism & Substance (drug) abuse 
                        
                        
                ","
                Posted On:
                26 JUN 2018 12:59PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India presents the National Awards for Outstanding Services in the field of Prevention of Alcoholism & Substance (drug) abuse 
                        
                        
                
                
            
                Posted On:
                26 JUN 2018 12:59PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, presented the National Awards for Outstanding Services in the field of Prevention of Alcoholism and Substance (Drug) Abuse today (June 26, 2018) in New Delhi on the occasion of International Day against Drug Abuse and Illicit Trafficking.

Speaking on the occasion, the President said that problem of drugs addiction and alcoholism negatively impacts the individual, family and society in multiple domains such as health, culture, development and politics. Drug addiction spurs poverty and also poses a challenge to our national security as well as to our development and public welfare goals.

The President said that our geographical location between Myanmar-Laos-Thailand’s ‘Golden Triangle’ and Iran-Afghanistan-Pakistan’s ‘Golden Crescent’, makes the problem of Drug Abuse and Illicit Trafficking even more acute and complicated. Increase in drug trafficking and drug abuse in the border areas is also associated with issues of terrorism and political unrest. That is why there is a need to be more vigilant in Border States like Punjab and Manipur.

The President said that misuse of illegal drugs is creating health challenges especially for the young generation and school going children. He stated that the problem of drug abuse can be solved by awareness, prevention, incentives, and support efforts. In these efforts compassion and sympathy for the drug addicts is also necessary. Parents, teachers, doctors, voluntary organizations should be associated in the medical and rehabilitation efforts. He was happy to note that the Ministry of Social Justice and Empowerment has taken necessary steps in these directions.

Among the dignitaries present on the occasion were Union Minister for Social Justice and Empowerment, Shri Thaawarchand Gehlot; Ministers of State for Social Justice and Empowerment, Shri Ramdas Athawale, Shri Krishan Pal Gurjar and Shri Vijay Sampla.  

 

 

***

 

AKT/HS/AK

                
                
                (Release ID: 1536585)
                Visitor Counter : 1121
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President Hosts President of Seychelles; Says India and Seychelles Need to Work Together as Partners in Strengthening the Regional Architecture of the Indian Ocean
                        
                        
                ","
                Posted On:
                25 JUN 2018 8:59PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President Hosts President of Seychelles; Says India and Seychelles Need to Work Together as Partners in Strengthening the Regional Architecture of the Indian Ocean
                        
                        
                
                
            
                Posted On:
                25 JUN 2018 8:59PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, received His Excellency Mr Danny Antoine Rollen Faure, the President of the Republic of Seychelles, at Rashtrapati Bhavan today (June 26, 2018). He also hosted a banquet in his honour.

Welcoming President Danny Faure to India, the President said that India recognises the leadership role of Seychelles in Small Island Developing States (SIDS), Indian Ocean Rim Association (IORA) and on climate change and maritime security issues.  Seychelles has also emerged as the top African country in the Human Development Index.  It has consistently figured among the top five ranking countries in Africa for overall governance.  He complimented the Government of Seychelles for these extraordinary achievements.  

The President said that India and Seychelles have a very special relationship, built on the foundation of mutual trust, enormous goodwill and shared values.  The two countries are happy to share the same geostrategic vision of maintaining peace, security and stability in the Indian Ocean. Our countries need to work together as partners in strengthening the regional architecture of the Indian Ocean.  

The President said that the vast natural resources provide limitless opportunities for the growth and prosperity of our future generations. Our common goal should be to harness the full potential of the ocean based Blue Economy in sustainable manner. He stated that India is happy that Seychelles is partnering it in the International Solar Alliance initiative as a founding member.  India looks forward to working with Seychelles to develop solar energy projects in Seychelles.  

The President assured the President of Seychelles India’s continued commitment for extending development assistance to Seychelles in all the areas which the Government of Seychelles considers critical and of direct benefit to its people.    

 

Subsequently, in his banquet speech, President Kovind said that close bonds of friendship between India and Seychelles have stood the test of time. For the past four decades, since the independence of Seychelles, our countries have been working together as partners in tackling common challenges, addressing critical issues, and strengthening regional and global cooperation frameworks. 

The President said that India has a robust defence, security and strategic cooperation with Seychelles. India-Seychelles strategic convergence has reinforced the resolve to secure their oceanic space, in the region and beyond. India views the Indian Ocean and the Pacific as a contiguous construct sharing similar economic opportunities and security challenges. Our vision is for a free, open, peaceful, prosperous and inclusive Indo-Pacific region, based on a rules-based order and respect for sovereignty and territorial integrity.

 

******

AKT/SH 

                
                
                (Release ID: 1536559)
                Visitor Counter : 734
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
