title,posted,content
"
                         No 'Change of Guard' Ceremony on April 30
                        
                        
                ","
                Posted On:
                28 APR 2022 5:46PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                   
                
                    
                         No 'Change of Guard' Ceremony on April 30
                        
                        
                
                
            
                Posted On:
                28 APR 2022 5:46PM by PIB Delhi
            
                
                
                
                
                The Change of Guard Ceremony will not to be held this Saturday (April 30, 2022) on the Forecourt of Rashtrapati Bhavan.

 

*****

DS/BM

                
                
                (Release ID: 1820997)
                Visitor Counter : 935
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Punjabi 
                    
                        ,
                    
                        
                        
                            Bengali 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                         No 'Change of Guard' Ceremony on April 30
                        
                        
                ","
                Posted On:
                28 APR 2022 5:46PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                   
                
                    
                         No 'Change of Guard' Ceremony on April 30
                        
                        
                
                
            
                Posted On:
                28 APR 2022 5:46PM by PIB Delhi
            
                
                
                
                
                The Change of Guard Ceremony will not to be held this Saturday (April 30, 2022) on the Forecourt of Rashtrapati Bhavan.

 

*****

DS/BM

                
                
                (Release ID: 1820997)
                Visitor Counter : 935
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Punjabi 
                    
                        ,
                    
                        
                        
                            Bengali 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India in Madhya Pradesh; Addresses 27th Convocation of Dr Harisingh Gour Vishwavidyalaya, Sagar
                        
                        
                ","
                Posted On:
                28 APR 2018 4:57PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India in Madhya Pradesh; Addresses 27th Convocation of Dr Harisingh Gour Vishwavidyalaya, Sagar
                        
                        
                
                
            
                Posted On:
                28 APR 2018 4:57PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, graced and addressed the 27th convocation of the Dr Harisingh Gour Vishwavidyalaya, Sagar, Madhya Pradesh today (April 28, 2018).

Addressing the gathering, the President said the Dr Harisingh Gour Vishwavidyalaya is an important centre for higher education in Madhya Pradesh and particularly in the Bundelkhand region. Due to a large presence of SCs and STs in this region, the role of the University in building capacities in society and contributing to development becomes even more important. The President said he saw the University as a source of social and economic empowerment.

The President said education was not merely a mechanism to gain knowledge and employment. Education also makes a person self-reliant and enhances the individual’s capacities. This helps an educated person in creating opportunities for others, and to become a job provider instead of a job seeker. In this context, he was happy to note that an Entrepreneurship Cell has been set up at the Dr Harisingh Gour Vishwavidyala. It is assisting students to transform ideas into business ventures. He appreciated the University’s efforts in promoting modern techniques to increase mushroom production in nearby villages.

Later in the day, the President graced the Satguru Kabir Saheb Mahotsav in Sagar. It has been organised to commemorate the 620th Pragatosav of Satguru Kabir. Speaking on the occasion, the President said that in the times of Sant Kabir the voice of the underprivileged and of the weaker sections was not adequately heard. In such a backdrop, Sant Kabir spread the message of humanity and equality, and gave voice to the voiceless.

 

Click here to see President's convocation address at Hari Singh Gour University

Click here to see President's speech at Satguru Kabir Saheb Mahotsav in Sagar

-------

AKT/HS

 

                
                
                (Release ID: 1530667)
                Visitor Counter : 424
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        PRESS COMMUNIQUÉ
                        
                        
                ","
                Posted On:
                27 APR 2018 7:32PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        PRESS COMMUNIQUÉ
                        
                        
                
                
            
                Posted On:
                27 APR 2018 7:32PM by PIB Delhi
            
                
                
                
                
                The President of India is pleased to appoint Prof. Jagdish Mukhi, Governor of Assam to discharge the functions of the Governor of Manipur, in addition to his own duties, during the absence, on leave, of Dr Najma A. Heptulla, Governor of Manipur.

 

*****

AKT/SH/SBP

                
                
                (Release ID: 1530639)
                Visitor Counter : 471
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India to visit Madhya Pradesh on April 28 and 29 
                        
                        
                ","
                Posted On:
                27 APR 2018 6:06PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India to visit Madhya Pradesh on April 28 and 29 
                        
                        
                
                
            
                Posted On:
                27 APR 2018 6:06PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, will visit Madhya Pradesh on April 28 and 29, 2018.  

On April 28, 2018, the President will grace the 27th convocation of Dr Harisingh Gour Vishwavidyalaya, Sagar.  He will also grace the Satguru Kabir Saheb Mahotsav being organised on the occasion of 620th Pragatosav of Satguru Kabir in Sagar.  

On April 29, 2018, the President will grace an ‘Asangathit Shramik Sammelan’ organised by Government of Madhya Pradesh, in Guna.  He will also address a function related to Mini Smart City Mission of Government of Madhya Pradesh in Guna, before returning to New Delhi.  

*****

AKT/SH/SBP

                
                
                (Release ID: 1530603)
                Visitor Counter : 518
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India Presents Gallantry Awards
                        
                        
                ","
                Posted On:
                23 APR 2018 8:11PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India Presents Gallantry Awards
                        
                        
                
                
            
                Posted On:
                23 APR 2018 8:11PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, presented Gallantry Awards and Distinguished Service Decorations at the Defence Investiture Ceremony held at Rashtrapati Bhavan today (April 23, 2018).

 

AKT/ VJ

 

The list of awardees is attached.

                
                
                (Release ID: 1529995)
                Visitor Counter : 1005
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Tamil 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India receives the first copy of book “Adi Shankaracharya: Hinduism’s greatest thinker”
                        
                        
                ","
                Posted On:
                21 APR 2018 6:52PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India receives the first copy of book “Adi Shankaracharya: Hinduism’s greatest thinker”
                        
                        
                
                
            
                Posted On:
                21 APR 2018 6:52PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, received the first copy of the book “Adi Shankaracharya: Hinduism’s Greatest Thinker”, from the author Shri Pavan Varma, at Rashtrapati Bhavan today (April 21, 2018). Among the dignitaries present were Dr Murli Manohar Joshi and Shri D P Tripathi.  

Speaking on the occasion, the President said the imprint of Adi Shankaracharya, who was born over 1,200 years ago in Kerala, is still apparent in contemporary India and in fact in all parts of our country. He remains among the most influential personalities in our long and rich history. He was a spiritual leader, a Vedantic philosopher, a monk, a scholar and an explorer. His contributions are not just in the religious or spiritual sphere – they continue to be a guide to everyday life.

The President said that while modern technology expands our knowledge of the universe, it is our ancient wisdom that helps us to reconcile our very existence with today’s cutting-edge inventions and discoveries. That is why 21st century India is a synthesis of both the Upanishads and the Internet. Both are important for the Indian soul. 

The President said that Adi Shankacharya instinctively understood this. Way back in the 8th Century, he combined pride in India’s earliest philosophical traditions with the realities of his age. He established four peethas – in the north, south, east and west. These peethas were and are different – and at once they were and are the same. That is the beauty of India. 

A visit to these peethas, the President said, should not be seen as just a pilgrimage. It is actually a cultural exploration of the frontiers of Indian civilisation and of our diverse society.

Click here to see President’s Speech

***

AKT/VJ

 

                
                
                (Release ID: 1529843)
                Visitor Counter : 1130
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India Addresses 17th Convocation of Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha
                        
                        
                ","
                Posted On:
                21 APR 2018 6:03PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India Addresses 17th Convocation of Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha
                        
                        
                
                
            
                Posted On:
                21 APR 2018 6:03PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, graced and addressed the 17th convocation of the Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha in New Delhi today (April 21, 2018).

Speaking on the occasion, the President said that Shri Lal Bahadur Shastri was a national icon and an exemplar of simple living, sacrifice and virtue. He was an embodiment of Indian values, and associated with the founding of the Vidyapeetha. Students of this institution have the responsibility of imbibing his ideals in their everyday lives and spreading these in society. The President said that the main purpose of education should be to build character and make a person sensitive and empathetic. An educated person is one who has a sense of philanthropy and commitment to public interest.

The President said the Shri Lal Bahadur Shastri Sanskrit Vidyapeetha has established a healthy tradition of academics, research and publications in the past 55 years. He was happy that this Vidyapeetha has a modern science faculty and that students are studying contemporary topics like environmental sciences and human rights. He was also happy to note that there is a Centre for Computer Applications as well. He said modern technology should be used for the promotion of Sanskrit. In this context, he commended the efforts of the Vidyapeetha.

Click here to see Presidents Speech

****

AKT/VJ

 

                
                
                (Release ID: 1529839)
                Visitor Counter : 598
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Hindi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India in Jammu and Kashmir; addresses the sixth convocation of Shri Mata Vaishno Devi University, Katra; urges everybody in society to take responsibility f0r safety and security of children
                        
                        
                ","
                Posted On:
                18 APR 2018 8:16PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India in Jammu and Kashmir; addresses the sixth convocation of Shri Mata Vaishno Devi University, Katra; urges everybody in society to take responsibility f0r safety and security of children
                        
                        
                
                
            
                Posted On:
                18 APR 2018 8:16PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, graced and addressed the sixth convocation of Shri Mata Vaishno Devi University in Katra, Jammu and Kashmir, today (April 18, 2018). 

 

Speaking on the occasion, the President referred to recent reports of the brutalisation and killing of a girl child in the state. Perhaps the most beautiful thing in the world, the President said, was the smile on the face of an innocent child. The greatest benchmark for society to judge its success would be to keep our children safe. Protecting every child and ensuring all children feel secure is the utmost responsibility of society. In various parts of the country, our children are sometimes victims of heinous crimes.The occurrence of such barbaric incidents even 70 years after Independence is a matter of shame. We have to ask ourselves – what kind of society are we building? What are we giving our future generation? Are we building a society where women can enjoy justice, equality and independence, as provided for by ourConstitution? The President said it was a commonresponsibility for all of us,in all parts of the country, to address this issue.

 

Turning to the progress of the Shri Mata Vaishno Devi University, the President was happy to note the success of its Technology Business Incubation Centre. The Centrecan help incubate student-led start-ups. The President said that in today's world, universities and students need to emphasise research, innovation, technology and entrepreneurship. 

 

The President also noted that girl students had got eight of 12 gold medals at the University convocation.Despite the fact that our society till places more restrictions on girls than on boys, young women are achieving a lot, and in every field. The President specifically mentioned the medal winning performances of female sportspersons from all corners of India in the recent Commonwealth Games.  

 

Later in the evening, the President attended a civic reception hosted for him by the state government at Amar Mahal in Jammu.Addressing the gathering, the President said the peopleof Jammu and Kashmir have shown courage, fortitude and resilience, even in the face of challenges. All of India takes pride in them and is confident of their ability to use economic and educational opportunities that are being created in different regions of the state. The President appreciated the government and people of the state for showing commitment to development and to the path of progress. 

 

***

 

AKT/SH/VK

 

 

 

                
                
                (Release ID: 1529556)
                Visitor Counter : 553
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        Envoys of Four Nations Present Credentials to President of India
                        
                        
                ","
                Posted On:
                17 APR 2018 6:37PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        Envoys of Four Nations Present Credentials to President of India
                        
                        
                
                
            
                Posted On:
                17 APR 2018 6:37PM by PIB Delhi
            
                
                
                
                
                Envoys of Bahrain, Lebanon, Argentine Republic and Iraq presented their credentials to the President of India, Shri Ram Nath Kovind, at a ceremony held at Rashtrapati Bhavan today (April 17, 2018). 

The envoys who presented their credentials were: -

1. His Excellency Mr Abdulrahman Mohamed Ahmed Al Gaoud, Ambassador of the Kingdom of Bahrain

2. His Excellency Mr Rabie Narsh, Ambassador of Lebanon

3. His Excellency Mr Daniel Chuburu, Ambassador of Argentine Republic

4. His Excellency Dr Falah Abdulhasan Abdulsada, Ambassador of Republic of Iraq

 

***

AKT/SH/SK

 

                
                
                (Release ID: 1529401)
                Visitor Counter : 831
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Tamil 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
