title,posted,content
"
                        President of India graces Vigilance Awareness Week 2018 function; says checking corruption is essential to creating a New India
                        
                        
                ","
                Posted On:
                31 OCT 2018 2:23PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India graces Vigilance Awareness Week 2018 function; says checking corruption is essential to creating a New India
                        
                        
                
                
            
                Posted On:
                31 OCT 2018 2:23PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, graced and addressed the Vigilance Awareness Week 2018 function organised by the Central Vigilance Commission in New Delhi today (October 31, 2018). The theme of this year’s Vigilance Awareness Week is ‘Eradicate Corruption – Build a New India’. 

Speaking on the occasion, the President said eradicating corruption is the foremost condition for creating a new India. He emphasised that the confidence of our people that decisions and actions are being undertaken with transparency, accountability and fairness must continuously be enhanced. Technology and the Internet can be of great use in this regard. He noted that the GEM online platform has been introduced to improve transparency and prevent corruption in the public procurement process. From extending banking facilities to previously unbanked sections of our people to implementing the GST regime, various endeavours have been made to boost the formal economy. And adoption of digital systems has also helped contain corruption. In this manner, loopholes for misuse of public money are being addressed.

The President said that there is a serious effort to curb and punish economic offences, and to give habitual offenders a sense of fear of the law. Legislative measures have been taken – for instance the Amendment to the Prevention of Money Laundering Act, the enforcement of the Benami Property Act as well as the promulgation of the Black Money (Undisclosed Foreign Income and Assets) & Imposition of Tax Act 2015. The Fugitive Economic Offenders Bill has also been introduced in Parliament. Such initiatives give confidence to honest citizens and tax payers.

Click here to see President's Speech 

***

AKT/SH/VK

                
                
                (Release ID: 1551328)
                Visitor Counter : 1033
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Bengali 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India pays floral tributes to Sardar Vallabhbhai Patel on his birth anniversary
                        
                        
                ","
                Posted On:
                31 OCT 2018 11:46AM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India pays floral tributes to Sardar Vallabhbhai Patel on his birth anniversary
                        
                        
                
                
            
                Posted On:
                31 OCT 2018 11:46AM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, paid floral tributes to Sardar Vallabhbhai Patel on his birth anniversary at Rashtrapati Bhavan today (October 31, 2018). Officers and staff of Rashtrapati Bhavan also paid floral tributes in front of a portrait of Sardar Vallabhbhai Patel.

 

Earlier this morning, the President visited Patel Chowk in New Delhi to lead the nation in paying floral tributes before the statue of Sardar Vallabhbhai Patel.

 

***

AKT/VJ/VK

                
                
                (Release ID: 1551297)
                Visitor Counter : 735
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Bengali 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India addresses 24th convocation of Himachal Pradesh University
                        
                        
                ","
                Posted On:
                30 OCT 2018 5:00PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India addresses 24th convocation of Himachal Pradesh University
                        
                        
                
                
            
                Posted On:
                30 OCT 2018 5:00PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, graced and addressed the 24th convocation of the Himachal Pradesh University in Shimla today (October 30, 2018). 

Speaking on the occasion, the President said that since its inception, Himachal Pradesh University has played an important role in spreading education in the region. The University has been awarded an ‘A’ grade by the NAAC for compliance in its educational and social responsibilities. This is a matter of pride for any university. He noted that the Himachal Pradesh University was the first university to start teaching through distance education. And it is now heading towards becoming the country’s first model disabled friendly university.

Click here to see president’s speech

***

AKT/VJ/AK

                
                
                (Release ID: 1551289)
                Visitor Counter : 208
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Hindi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India in Himachal Pradesh; Addresses first convocation OFDR Rajendra Prasad Government Medical College in Kangra
                        
                        
                ","
                Posted On:
                29 OCT 2018 1:55PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India in Himachal Pradesh; Addresses first convocation OFDR Rajendra Prasad Government Medical College in Kangra
                        
                        
                
                
            
                Posted On:
                29 OCT 2018 1:55PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, graced and addressed the first convocation of the Dr Rajendra Prasad Government Medical College in Kangra, Himachal Pradesh today (October 29, 2018). 

 

Speaking on the occasion, the President said there is a need for large number of good doctors and medical colleges for delivery of effective health services. Recently, the Indian Medical Council (Amendment) Ordinance 2018 has been promulgated to promote good medical institutes and to tackle the challenges of medical education. This will encourage the establishment, expansion and modernization of medical colleges and institutions.

Click here to see President’s speech 

****

AKT/KP

                
                
                (Release ID: 1551062)
                Visitor Counter : 778
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Bengali 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India to visit Himachal Pradesh on October 29 and 30
                        
                        
                ","
                Posted On:
                28 OCT 2018 4:38PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India to visit Himachal Pradesh on October 29 and 30
                        
                        
                
                
            
                Posted On:
                28 OCT 2018 4:38PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, will visit Himachal Pradesh on October 29 and 30, 2018. 

On October 29, 2018, the President will grace the first convocation of Dr Rajendra Prasad Government Medical College in Kangra.   

On October 30, 2018, the President will grace the 24th convocation of Himachal Pradesh University in Shimla. 

*****

AKT/KP

                
                
                (Release ID: 1551007)
                Visitor Counter : 745
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Tamil 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India inaugurates International Arya Mahasammelan-2018
                        
                        
                ","
                Posted On:
                25 OCT 2018 2:18PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India inaugurates International Arya Mahasammelan-2018
                        
                        
                
                
            
                Posted On:
                25 OCT 2018 2:18PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, inaugurated the International Arya Mahasammelan – 2018 today (October 25, 2018) in Delhi.

Speaking on the occasion, the President said that in the 19th century when we were considering our culture and beliefs inferior than the western culture, Swami DayanandSaraswati showed us the path of renaissance and self-pride. He was an intrepid warrior of social and spiritual reform. He took effective measures for educational and social reform especially for women empowerment and eradication of untouchability. His work is relevant even in the present times both for Indian society and the entire world.

The President was happy to note that this Mahasammelan with discuss on the issues such as prevention of superstition, modernization, women empowerment, tribal welfare, and management of natural calamities. He expressed hope that the Arya Samaj will also work to promote the use of solar and other alternative sources of energy to contribute towards environmental protection.

The President noted that around 10,000 units of Arya Samaj are engaged in welfare activities across the world. He said that the Arya Samaj has made effective contributions to promote modern education based on ethics and worked for the upliftment of all sections of society, especially women and the deprived. It has established many schools and colleges in the country.

The President said that we will be celebrating 200th birth anniversary of Swami DayanandSaraswati in 2024. We will also celebrate the 150th anniversary of the Arya Samaj in 2025. Swami DayanandSaraswati had worked for eradication of discrimination in society on the basis of caste, creed and sect and motivated everyone to become Arya – that is - the best. It is our duty to take the work of Swami DayanandSaraswati further.

Click Here to see Speech

 

***

AKT/VK

                
                
                (Release ID: 1550698)
                Visitor Counter : 1871
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India Addresses 15th Convocation of Symbiosis International University
                        
                        
                ","
                Posted On:
                23 OCT 2018 2:02PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India Addresses 15th Convocation of Symbiosis International University
                        
                        
                
                
            
                Posted On:
                23 OCT 2018 2:02PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, graced and addressed the 15th convocation of the Symbiosis International University in Pune today (October 23, 2018).

Speaking on the occasion, the President said it is a matter of pride for us that India has been a centre of learning for centuries. From Taxila to Nalanda, the subcontinent’s age-old universities attracted students from different parts of Asia and beyond. In modern times as well our campuses have been open to and welcoming of talented young people from many countries, especially those in our neighbourhood and in Africa – a continent with which we have a special relationship, shaped in classrooms. 

The President said that it is worth noting that 46,144 international students from 166 countries study in various colleges, universities and institutions of higher learning in India. Symbiosis plays a significant role in this process. He was happy to note that over 1,000 international students study in Symbiosis. Of those who graduating today, 329 students are from 33 countries other than India. He said that this adds to the multicultural and cosmopolitan atmosphere of Symbiosis’s campus, and promotes goodwill among nations. 

The President said that India has a massive network of 903 universities and 39,050 colleges. But the fact is there are still gaps in quality and in attaining world-class excellence across the spectrum. In this context, the government has taken a decision to promote and support 20 institutions of higher education as “institutes of eminence” – to grant them recruitment and curricula flexibility in order to reach best-in-class global standards. He urged administrators, professors and students and alumni of Symbiosis to aim to build and locate at least one such “institute of eminence” at their University.

 

Click here for the President's speech

 

***

AKT/SH/SK

 

                
                
                (Release ID: 1550301)
                Visitor Counter : 937
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Hindi 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India in Maharashtra; inaugurates Vishwashanti Ahimsa Sammelan
                        
                        
                ","
                Posted On:
                22 OCT 2018 5:52PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India in Maharashtra; inaugurates Vishwashanti Ahimsa Sammelan
                        
                        
                
                
            
                Posted On:
                22 OCT 2018 5:52PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, inaugurated the Vishwashanti Ahimsa Sammelan at Mangi Tungi, Nasik, Maharashtra today (October 22, 2018). The event is being organised by the Bhagwan Shri Rishabhdev 108 Feet Vishalkai Digambar Jain Murti Nirman Committee.

Speaking on the occasion, the President said that in the Jain tradition, the principle of ‘Ahimsa Paramodharma’ is distinguished for human welfare and compassion - not just for the absence of physical violence. The President said that Bhagwan Mahavir gave special importance to ‘Apirigraha’ - not taking what is more than essential to live. Humankind is exploiting nature indiscriminately. Ruthless consumption and accumulation of resources is increasing. Due to this, phenomena like climate change are emerging as challenges. Following the Jain tradition shows us a way out. 

Please click here for President’s speech.

*****

AKT/VJ/SBP

                
                
                (Release ID: 1550247)
                Visitor Counter : 1266
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Tamil 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India to Visit Maharashtra on October 22 and 23
                        
                        
                ","
                Posted On:
                21 OCT 2018 4:16PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India to Visit Maharashtra on October 22 and 23
                        
                        
                
                
            
                Posted On:
                21 OCT 2018 4:16PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind, will visit Maharashtra on October 22 and 23, 2018. 

 

On October 22, 2018, the President will inaugurate the Vishwashanti Ahimsa Sammelan being organised by the Bhagwan Shri Rishabhdev 108 Feet Vishalkai Digambar Jain Murti Nirman Committee at Mangi Tungi, Nasik. 

 

On October 23, 2018, the President will grace the convocation ceremony of the Symbiosis International University in Pune.

 

***

 

AKT/VJ

                
                
                (Release ID: 1550121)
                Visitor Counter : 645
                
                
                
                
                    
                
                
                    
                
                
                
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
"
                        President of India Greets People on Durga Puja, Dussehra and Vijayadashmi
                        
                        
                ","
                Posted On:
                18 OCT 2018 4:34PM by PIB Delhi
            ","
                
                    President's Secretariat
                
                
                
                
                
                    
                        President of India Greets People on Durga Puja, Dussehra and Vijayadashmi
                        
                        
                
                
            
                Posted On:
                18 OCT 2018 4:34PM by PIB Delhi
            
                
                
                
                
                The President of India, Shri Ram Nath Kovind greeted people on the occasion of Durga Puja, Dussehra and Vijayadashmi.

In his message, the President said “On the auspicious occasion of Durga Puja and Vijayadashmi, I convey Shubho Bijoya as well as Dussehra greetings and best wishes to all my fellow citizens in India and abroad. 

Durga Puja and Vijayadashmi symbolise the victory of truth and righteousness over evil. This is a day to share our happiness with the less-fortunate, the lonely and those in pain. It is also an opportunity to cherish the spirit of unity and bonds of fraternity among our people. 

Let us celebrate Goddess Durga as the epitome of Shakti. May she guide us to work to empower women in society, especially girl-children. And let us celebrate Lord Rama as a reflection of the moral and eternal values that have guided our way of life since time immemorial.""

Click here for President Message

***

AKT/VJ/SK

 

                
                
                (Release ID: 1550021)
                Visitor Counter : 563
                
                
                
                
                    
                
                
                    
                
                Read this release in: 
                
                        
                        
                            Urdu 
                    
                        ,
                    
                        
                        
                            Marathi 
                    
                        ,
                    
                        
                        
                            Hindi 
                    
                
                
                
                    
                        
                    
                
                
                
                
                    
                        
                        
                    
                
            "
